%RecordDate (EST)	InstrumentID	Height	AHD Level
%day month year hour min Height AHD_level

13 9 20 13 06		0.981985927	-0.028014073
13 9 20 13 12		1.007094264	-0.002905736
13 9 20 13 18		1.038671613	0.028671613
13 9 20 13 24		1.045905232	0.035905232
13 9 20 13 30		1.074813247	0.064813247
13 9 20 13 36		1.083742142	0.073742142
13 9 20 13 42		1.118101358	0.108101358
13 9 20 13 48		1.137993336	0.127993336
13 9 20 13 54		1.166927457	0.156927457
13 9 20 14 00		1.17659533	0.16659533
13 9 20 14 06		1.211511016	0.201511016
13 9 20 14 12		1.227925777	0.217925777
13 9 20 14 18		1.276125908	0.266125908
13 9 20 14 24		1.287115216	0.277115216
13 9 20 14 30		1.320014	0.310014
13 9 20 14 36		1.32634306	0.31634306
13 9 20 14 42		1.356668591	0.346668591
13 9 20 14 48		1.354025483	0.344025483
13 9 20 14 54		1.387271881	0.377271881
13 9 20 15 00		1.396887898	0.386887898
13 9 20 15 06		1.417249084	0.407249084
13 9 20 15 12		1.434985518	0.424985518
13 9 20 15 18		1.446809292	0.436809292
13 9 20 15 24		1.469483733	0.459483733
13 9 20 15 30		1.479638577	0.469638577
13 9 20 15 36		1.490210533	0.480210533
13 9 20 15 42		1.505720615	0.495720615
13 9 20 15 48		1.520396471	0.510396471
13 9 20 15 54		1.539245367	0.529245367
13 9 20 16 00		1.546339869	0.536339869
13 9 20 16 06		1.553642631	0.543642631
13 9 20 16 12		1.569779396	0.559779396
13 9 20 16 18		1.587306738	0.577306738
13 9 20 16 24		1.600312948	0.590312948
13 9 20 16 30		1.603512526	0.593512526
13 9 20 16 36		1.598991632	0.588991632
13 9 20 16 42		1.587723851	0.577723851
13 9 20 16 48		1.594122887	0.584122887
13 9 20 16 54		1.590088725	0.580088725
13 9 20 17 00		1.577847362	0.567847362
13 9 20 17 06		1.573743701	0.563743701
13 9 20 17 12		1.584176779	0.574176779
13 9 20 17 18		1.588906169	0.578906169
13 9 20 17 24		1.585428715	0.575428715
13 9 20 17 30		1.587514877	0.577514877
13 9 20 17 36		1.582785726	0.572785726
13 9 20 17 42		1.57583034	0.56583034
13 9 20 17 48		1.559346199	0.549346199
13 9 20 17 54		1.551139355	0.541139355
13 9 20 18 00		1.536810875	0.526810875
13 9 20 18 06		1.508432984	0.498432984
13 9 20 18 12		1.478316784	0.468316784
13 9 20 18 18		1.462389112	0.452389112
13 9 20 18 24		1.456338406	0.446338406
13 9 20 18 30		1.43860209	0.42860209
13 9 20 18 36		1.40605104	0.39605104
13 9 20 18 42		1.382333755	0.372333755
13 9 20 18 48		1.367518663	0.357518663
13 9 20 18 54		1.354511976	0.344511976
13 9 20 19 00		1.331072927	0.321072927
13 9 20 19 06		1.302903891	0.292903891
13 9 20 19 12		1.276612878	0.266612878
13 9 20 19 18		1.244340181	0.234340181
13 9 20 19 24		1.215197325	0.205197325
13 9 20 19 30		1.193636298	0.183636298
13 9 20 19 36		1.175760865	0.165760865
13 9 20 19 42		1.162963033	0.152963033
13 9 20 19 48		1.11858809	0.10858809
13 9 20 19 54		1.088263035	0.078263035
13 9 20 20 00		1.075047612	0.065047612
13 9 20 20 06		1.040758371	0.030758371
13 9 20 20 12		1.015162468	0.005162468
13 9 20 20 18		0.993949056	-0.016050944
13 9 20 20 24		0.962650001	-0.047349999
13 9 20 20 30		0.931629181	-0.078370819
13 9 20 20 36		0.905338287	-0.104661713
13 9 20 20 42		0.875430346	-0.134569654
13 9 20 20 48		0.861311078	-0.148688922
13 9 20 20 54		0.84148854	-0.16851146
13 9 20 21 00		0.815892816	-0.194107184
13 9 20 21 06		0.782368243	-0.227631757
13 9 20 21 12		0.7617805	-0.2482195
13 9 20 21 18		0.740775466	-0.269224534
13 9 20 21 24		0.706207573	-0.303792427
13 9 20 21 30		0.675952017	-0.334047983
13 9 20 21 36		0.653138638	-0.356861362
13 9 20 21 42		0.636237144	-0.373762856
13 9 20 21 48		0.621422291	-0.388577709
13 9 20 21 54		0.611267686	-0.398732314
13 9 20 22 00		0.593809724	-0.416190276
13 9 20 22 06		0.565362453	-0.444637547
13 9 20 22 12		0.540601671	-0.469398329
13 9 20 22 18		0.528012514	-0.481987486
13 9 20 22 24		0.516536355	-0.493463645
13 9 20 22 30		0.49560076	-0.51439924
13 9 20 22 36		0.476403981	-0.533596019
13 9 20 22 42		0.467988133	-0.542011867
13 9 20 22 48		0.454355776	-0.555644224
13 9 20 22 54		0.446148545	-0.563851455
13 9 20 23 00		0.443366379	-0.566633621
13 9 20 23 06		0.454355836	-0.555644164
13 9 20 23 12		0.436689258	-0.573310742
13 9 20 23 18		0.455955505	-0.554044495
13 9 20 23 24		0.446983069	-0.563016931
13 9 20 23 30		0.441627502	-0.568372498
13 9 20 23 36		0.41999644	-0.59000356
13 9 20 23 42		0.428203762	-0.581796238
13 9 20 23 48		0.399339199	-0.610660801
13 9 20 23 54		0.410398155	-0.599601845
14 9 20 0 00		0.425491244	-0.584508756
14 9 20 0 06		0.446565777	-0.563434223
14 9 20 0 12		0.45310387	-0.55689613
14 9 20 0 18		0.454773098	-0.555226902
14 9 20 0 24		0.465414733	-0.544585267
14 9 20 0 30		0.469031394	-0.540968606
14 9 20 0 36		0.494627118	-0.515372882
14 9 20 0 42		0.501512766	-0.508487234
14 9 20 0 48		0.517231703	-0.492768297
14 9 20 0 54		0.515423477	-0.494576523
14 9 20 1 00		0.525508583	-0.484491417
14 9 20 1 06		0.524395704	-0.485604296
14 9 20 1 12		0.534620047	-0.475379953
14 9 20 1 18		0.55465126	-0.45534874
14 9 20 1 24		0.56550169	-0.44449831
14 9 20 1 30		0.591027558	-0.418972442
14 9 20 1 36		0.611684918	-0.398315082
14 9 20 1 42		0.641036272	-0.368963728
14 9 20 1 48		0.650634706	-0.359365294
14 9 20 1 54		0.666562259	-0.343437741
14 9 20 2 00		0.682768226	-0.327231774
14 9 20 2 06		0.709337592	-0.300662408
14 9 20 2 12		0.73333329	-0.27666671
14 9 20 2 18		0.766232014	-0.243767986
14 9 20 2 24		0.788141072	-0.221858928
14 9 20 2 30		0.806155503	-0.203844497
14 9 20 2 36		0.827438593	-0.182561407
14 9 20 2 42		0.854216635	-0.155783365
14 9 20 2 48		0.875569463	-0.134430537
14 9 20 2 54		0.887393534	-0.122606466
14 9 20 3 00		0.894974828	-0.115025172
14 9 20 3 06		0.91145885	-0.09854115
14 9 20 3 12		0.933993995	-0.076006005
14 9 20 3 18		0.947765768	-0.062234232
14 9 20 3 24		0.971830785	-0.038169215
14 9 20 3 30		0.991236389	-0.018763611
14 9 20 3 36		1.013006568	0.003006568
14 9 20 3 42		1.053625345	0.043625345
14 9 20 3 48		1.067049384	0.057049384
14 9 20 3 54		1.090697289	0.080697289
14 9 20 4 00		1.102521539	0.092521539
14 9 20 4 06		1.122969866	0.112969866
14 9 20 4 12		1.127073765	0.117073765
14 9 20 4 18		1.143557668	0.133557668
14 9 20 4 24		1.166788459	0.156788459
14 9 20 4 30		1.176804185	0.166804185
14 9 20 4 36		1.189532161	0.179532161
14 9 20 4 42		1.20358181	0.19358181
14 9 20 4 48		1.211511135	0.201511135
14 9 20 4 54		1.22841239	0.21841239
14 9 20 5 00		1.243088245	0.233088245
14 9 20 5 06		1.244409919	0.234409919
14 9 20 5 12		1.236133099	0.226133099
14 9 20 5 18		1.226603985	0.216603985
14 9 20 5 24		1.223961353	0.213961353
14 9 20 5 30		1.234533072	0.224533072
14 9 20 5 36		1.245522738	0.235522738
14 9 20 5 42		1.24802649	0.23802649
14 9 20 5 48		1.250391483	0.240391483
14 9 20 5 54		1.252477884	0.242477884
14 9 20 6 00		1.258807182	0.248807182
14 9 20 6 06		1.256164074	0.246164074
14 9 20 6 12		1.251226068	0.241226068
14 9 20 6 18		1.24392271	0.23392271
14 9 20 6 24		1.232516289	0.222516289
14 9 20 6 30		1.209354758	0.199354758
14 9 20 6 36		1.19001925	0.18001925
14 9 20 6 42		1.174300075	0.164300075
14 9 20 6 48		1.14300108	0.13300108
14 9 20 6 54		1.166579843	0.156579843
14 9 20 7 00		1.148426294	0.138426294
14 9 20 7 06		1.150582552	0.140582552
14 9 20 7 12		1.148426175	0.138426175
14 9 20 7 18		1.150651932	0.140651932
14 9 20 7 24		1.130342603	0.120342603
14 9 20 7 30		1.104816675	0.094816675
14 9 20 7 36		1.080472946	0.070472946
14 9 20 7 42		1.060511231	0.050511231
14 9 20 7 48		1.037906528	0.027906528
14 9 20 7 54		1.015927672	0.005927672
14 9 20 8 00		0.977256119	-0.032743881
14 9 20 8 06		0.965501666	-0.044498334
14 9 20 8 12		0.951382339	-0.058617661
14 9 20 8 18		0.936219871	-0.073780129
14 9 20 8 24		0.91298908	-0.09701092
14 9 20 8 30		0.878768921	-0.131231079
14 9 20 8 36		0.873065591	-0.136934409
14 9 20 8 42		0.858181238	-0.151818762
14 9 20 8 48		0.846009254	-0.163990746
14 9 20 8 54		0.813945532	-0.196054468
14 9 20 9 00		0.790506124	-0.219493876
14 9 20 9 06		0.760389388	-0.249610612
14 9 20 9 12		0.761919618	-0.248080382
14 9 20 9 18		0.753573179	-0.256426821
14 9 20 9 24		0.734446287	-0.275553713
14 9 20 9 30		0.713510752	-0.296489248
14 9 20 9 36		0.70481658	-0.30518342
14 9 20 9 42		0.689236641	-0.320763359
14 9 20 9 48		0.668857574	-0.341142426
14 9 20 9 54		0.641940534	-0.368059466
14 9 20 10 00		0.628169	-0.381831
14 9 20 10 06		0.623648047	-0.386351953
14 9 20 10 12		0.609946072	-0.400053928
14 9 20 10 18		0.59297508	-0.41702492
14 9 20 10 24		0.580177426	-0.429822574
14 9 20 10 30		0.572665632	-0.437334368
14 9 20 10 36		0.568492413	-0.441507587
14 9 20 10 42		0.56299758	-0.44700242
14 9 20 10 48		0.560215592	-0.449784408
14 9 20 10 54		0.562649906	-0.447350094
14 9 20 11 00		0.574682713	-0.435317287
14 9 20 11 06		0.568631589	-0.441368411
14 9 20 11 12		0.558129013	-0.451870987
14 9 20 11 18		0.562510848	-0.447489152
14 9 20 11 24		0.566405833	-0.443594167
14 9 20 11 30		0.570439875	-0.439560125
14 9 20 11 36		0.561189413	-0.448810587
14 9 20 11 42		0.56703186	-0.44296814
14 9 20 11 48		0.562093496	-0.447906504
14 9 20 11 54		0.57530874	-0.43469126
14 9 20 12 00		0.56654501	-0.44345499
14 9 20 12 06		0.585811138	-0.424188862
14 9 20 12 12		0.592627406	-0.417372594
14 9 20 12 18		0.603129923	-0.406870077
14 9 20 12 24		0.6116153	-0.3983847
14 9 20 12 30		0.625456512	-0.384543488
14 9 20 12 36		0.65348649	-0.35651351
14 9 20 12 42		0.669553161	-0.340446839
14 9 20 12 48		0.687706649	-0.322293351
14 9 20 12 54		0.708884537	-0.301115463
14 9 20 13 00		0.734028697	-0.275971303
14 9 20 13 06		0.745853066	-0.264146934
14 9 20 13 12		0.752321422	-0.257678578
14 9 20 13 18		0.78090775	-0.22909225
14 9 20 13 24		0.807129204	-0.202870796
14 9 20 13 30		0.832029104	-0.177970896
14 9 20 13 36		0.851156175	-0.158843825
14 9 20 13 42		0.882037997	-0.127962003
14 9 20 13 48		0.913406491	-0.096593509
14 9 20 13 54		0.936706662	-0.073293338
14 9 20 14 00		0.952982187	-0.057017813
14 9 20 14 06		0.986645818	-0.023354182
14 9 20 14 12		1.022604823	0.012604823
14 9 20 14 18		1.046879053	0.036879053
14 9 20 14 24		1.074421883	0.064421883
14 9 20 14 30		1.094731688	0.084731688
14 9 20 14 36		1.124778509	0.114778509
14 9 20 14 42		1.143209934	0.133209934
14 9 20 14 48		1.163449883	0.153449883
14 9 20 14 54		1.181881547	0.171881547
14 9 20 15 00		1.217144966	0.207144966
14 9 20 15 06		1.238845348	0.228845348
14 9 20 15 12		1.262910962	0.252910962
14 9 20 15 18		1.287184954	0.277184954
14 9 20 15 24		1.321961164	0.311961164
14 9 20 15 30		1.362928152	0.352928152
14 9 20 15 36		1.401043296	0.391043296
14 9 20 15 42		1.414814591	0.404814591
14 9 20 15 48		1.438532472	0.428532472
14 9 20 15 54		1.469970345	0.459970345
14 9 20 16 00		1.491531849	0.481531849
14 9 20 16 06		1.503982186	0.493982186
14 9 20 16 12		1.515597582	0.505597582
14 9 20 16 18		1.524569869	0.514569869
14 9 20 16 24		1.546409369	0.536409369
14 9 20 16 30		1.572213769	0.562213769
14 9 20 16 36		1.594122887	0.584122887
14 9 20 16 42		1.606920362	0.596920362
14 9 20 16 48		1.616015911	0.606015911
14 9 20 16 54		1.638706326	0.628706326
14 9 20 17 00		1.660685182	0.650685182
14 9 20 17 06		1.67223084	0.66223084
14 9 20 17 12		1.674734712	0.664734712
14 9 20 17 18		1.684611559	0.674611559
14 9 20 17 24		1.68301177	0.67301177
14 9 20 17 30		1.657763958	0.647763958
14 9 20 17 36		1.683359623	0.673359623
14 9 20 17 42		1.688854575	0.678854575
14 9 20 17 48		1.696644306	0.686644306
14 9 20 17 54		1.686906695	0.676906695
14 9 20 18 00		1.680229664	0.670229664
14 9 20 18 06		1.669309497	0.659309497
14 9 20 18 12		1.658876777	0.648876777
14 9 20 18 18		1.648096085	0.638096085
14 9 20 18 24		1.640723228	0.630723228
14 9 20 18 30		1.654564261	0.644564261
14 9 20 18 36		1.630777359	0.620777359
14 9 20 18 42		1.618675113	0.608675113
14 9 20 18 48		1.60379076	0.59379076
14 9 20 18 54		1.577569246	0.567569246
14 9 20 19 00		1.579586267	0.569586267
14 9 20 19 06		1.546617985	0.536617985
14 9 20 19 12		1.53653276	0.52653276
14 9 20 19 18		1.496887326	0.486887326
14 9 20 19 24		1.482211709	0.472211709
14 9 20 19 30		1.442844629	0.432844629
14 9 20 19 36		1.407094598	0.397094598
14 9 20 19 42		1.372109056	0.362109056
14 9 20 19 48		1.341644883	0.331644883
14 9 20 19 54		1.307007432	0.297007432
14 9 20 20 00		1.297548175	0.287548175
14 9 20 20 06		1.288784623	0.278784623
14 9 20 20 12		1.246635318	0.236635318
14 9 20 20 18		1.204555869	0.194555869
14 9 20 20 24		1.170613885	0.160613885
14 9 20 20 30		1.150582671	0.140582671
14 9 20 20 36		1.120396256	0.110396256
14 9 20 20 42		1.093896747	0.083896747
14 9 20 20 48		1.036306739	0.026306739
14 9 20 20 54		0.990471184	-0.019528816
14 9 20 21 00		0.967310071	-0.042689929
14 9 20 21 06		0.937054515	-0.072945485
14 9 20 21 12		0.914449811	-0.095550189
14 9 20 21 18		0.870909452	-0.139090548
14 9 20 21 24		0.832029104	-0.177970896
14 9 20 21 30		0.801077962	-0.208922038
14 9 20 21 36		0.78090775	-0.22909225
14 9 20 21 42		0.742236078	-0.267763922
14 9 20 21 48		0.699947894	-0.310052106
14 9 20 21 54		0.67476964	-0.33523036
14 9 20 22 00		0.645974576	-0.364025424
14 9 20 22 06		0.630046904	-0.379953096
14 9 20 22 12		0.600278258	-0.409721742
14 9 20 22 18		0.568561971	-0.441438029
14 9 20 22 24		0.534202695	-0.475797305
14 9 20 22 30		0.506242275	-0.503757725
14 9 20 22 36		0.493444711	-0.516555289
14 9 20 22 42		0.438428134	-0.571571866
14 9 20 22 48		0.423543721	-0.586456279
14 9 20 22 54		0.385706842	-0.624293158
14 9 20 23 00		0.380351245	-0.629648755
14 9 20 23 06		0.348913282	-0.661086718
14 9 20 23 12		0.325404286	-0.684595714
14 9 20 23 18		0.309476614	-0.700523386
14 9 20 23 24		0.30606845	-0.70393155
14 9 20 23 30		0.304399222	-0.705600778
14 9 20 23 36		0.294731259	-0.715268741
14 9 20 23 42		0.281168491	-0.728831509
14 9 20 23 48		0.275117427	-0.734882573
14 9 20 23 54		0.265588611	-0.744411389
15 9 20 0 00		0.256407589	-0.753592411
15 9 20 0 06		0.241453618	-0.768546382
15 9 20 0 12		0.23408103	-0.77591897
15 9 20 0 18		0.231716231	-0.778283769
15 9 20 0 24		0.235054806	-0.774945194
15 9 20 0 30		0.234776571	-0.775223429
15 9 20 0 36		0.221770123	-0.788229877
15 9 20 0 42		0.221352786	-0.788647214
15 9 20 0 48		0.237836912	-0.772163088
15 9 20 0 54		0.262736917	-0.747263083
15 9 20 1 00		0.256616294	-0.753383706
15 9 20 1 06		0.256546795	-0.753453205
15 9 20 1 12		0.269692212	-0.740307788
15 9 20 1 18		0.291949272	-0.718050728
15 9 20 1 24		0.313719332	-0.696280668
15 9 20 1 30		0.319631398	-0.690368602
15 9 20 1 36		0.33402887	-0.67597113
15 9 20 1 42		0.344114065	-0.665885935
15 9 20 1 48		0.37283951	-0.63716049
15 9 20 1 54		0.389462769	-0.620537231
15 9 20 2 00		0.411441475	-0.598558525
15 9 20 2 06		0.422639549	-0.587360451
15 9 20 2 12		0.432655215	-0.577344785
15 9 20 2 18		0.440584272	-0.569415728
15 9 20 2 24		0.47278738	-0.53721262
15 9 20 2 30		0.491844803	-0.518155197
15 9 20 2 36		0.511459053	-0.498540947
15 9 20 2 42		0.540879905	-0.469120095
15 9 20 2 48		0.567171097	-0.442828903
15 9 20 2 54		0.59652245	-0.41347755
15 9 20 3 00		0.623091817	-0.386908183
15 9 20 3 06		0.657520533	-0.352479467
15 9 20 3 12		0.684228957	-0.325771043
15 9 20 3 18		0.723039448	-0.286960552
15 9 20 3 24		0.740288615	-0.269711385
15 9 20 3 30		0.758372545	-0.251627455
15 9 20 3 36		0.795166075	-0.214833925
15 9 20 3 42		0.840445101	-0.169554899
15 9 20 3 48		0.848513246	-0.161486754
15 9 20 3 54		0.872022331	-0.137977669
15 9 20 4 00		0.894974828	-0.115025172
15 9 20 4 06		0.9274562	-0.0825438
15 9 20 4 12		0.962510824	-0.047489176
15 9 20 4 18		0.98024708	-0.02975292
15 9 20 4 24		1.005772829	-0.004227171
15 9 20 4 30		1.028308153	0.018308153
15 9 20 4 36		1.060719967	0.050719967
15 9 20 4 42		1.07970798	0.06970798
15 9 20 4 48		1.093896866	0.083896866
15 9 20 4 54		1.109337449	0.099337449
15 9 20 5 00		1.136671662	0.126671662
15 9 20 5 06		1.15225172	0.14225172
15 9 20 5 12		1.171100736	0.161100736
15 9 20 5 18		1.184246182	0.174246182
15 9 20 5 24		1.193079472	0.183079472
15 9 20 5 30		1.202608228	0.192608228
15 9 20 5 36		1.224795938	0.214795938
15 9 20 5 42		1.231750965	0.221750965
15 9 20 5 48		1.246218204	0.236218204
15 9 20 5 54		1.249556541	0.239556541
15 9 20 6 00		1.265205979	0.255205979
15 9 20 6 06		1.280507684	0.270507684
15 9 20 6 12		1.284889698	0.274889698
15 9 20 6 18		1.280160069	0.270160069
15 9 20 6 24		1.286837101	0.276837101
15 9 20 6 30		1.295113921	0.285113921
15 9 20 6 36		1.280716419	0.270716419
15 9 20 6 42		1.276751757	0.266751757
15 9 20 6 48		1.273413181	0.263413181
15 9 20 6 54		1.27862978	0.26862978
15 9 20 7 00		1.28175962	0.27175962
15 9 20 7 06		1.269935727	0.259935727
15 9 20 7 12		1.255120754	0.245120754
15 9 20 7 18		1.260754466	0.250754466
15 9 20 7 24		1.256163955	0.246163955
15 9 20 7 30		1.235506892	0.225506892
15 9 20 7 36		1.217701077	0.207701077
15 9 20 7 42		1.198435068	0.188435068
15 9 20 7 48		1.182298899	0.172298899
15 9 20 7 54		1.170534372	0.160534372
15 9 20 8 00		1.156216383	0.146216383
15 9 20 8 06		1.122900486	0.112900486
15 9 20 8 12		1.097374439	0.087374439
15 9 20 8 18		1.076995134	0.066995134
15 9 20 8 24		1.054239154	0.044239154
15 9 20 8 30		1.033037782	0.023037782
15 9 20 8 36		1.002503872	-0.007496128
15 9 20 8 42		0.987605631	-0.022394369
15 9 20 8 48		0.969814062	-0.040185938
15 9 20 8 54		0.940532148	-0.069467852
15 9 20 9 00		0.900330424	-0.109669576
15 9 20 9 06		0.877004206	-0.132995794
15 9 20 9 12		0.86769098	-0.14230902
15 9 20 9 18		0.83898443	-0.17101557
15 9 20 9 24		0.800241351	-0.209758649
15 9 20 9 30		0.773326337	-0.236673663
15 9 20 9 36		0.752738714	-0.257261286
15 9 20 9 42		0.730133951	-0.279866049
15 9 20 9 48		0.705581725	-0.304418275
15 9 20 9 54		0.688888848	-0.321111152
15 9 20 10 00		0.672335148	-0.337664852
15 9 20 10 06		0.656803012	-0.353196988
15 9 20 10 12		0.631924868	-0.378075132
15 9 20 10 18		0.607024908	-0.402975092
15 9 20 10 24		0.589775741	-0.420224259
15 9 20 10 30		0.56341511	-0.44658489
15 9 20 10 36		0.539349616	-0.470650384
15 9 20 10 42		0.517649233	-0.492350767
15 9 20 10 48		0.504016638	-0.505983362
15 9 20 10 54		0.483246118	-0.526753882
15 9 20 11 00		0.470074713	-0.539925287
15 9 20 11 06		0.458667964	-0.551332036
15 9 20 11 12		0.450252116	-0.559747884
15 9 20 11 18		0.435924172	-0.574075828
15 9 20 11 24		0.419927001	-0.590072999
15 9 20 11 30		0.416310191	-0.593689809
15 9 20 11 36		0.404416561	-0.605583439
15 9 20 11 42		0.390088707	-0.619911293
15 9 20 11 48		0.376943141	-0.633056859
15 9 20 11 54		0.379168779	-0.630831221
15 9 20 12 00		0.38737613	-0.62262387
15 9 20 12 06		0.390227795	-0.619772205
15 9 20 12 12		0.384107053	-0.625892947
15 9 20 12 18		0.372561306	-0.637438694
15 9 20 12 24		0.384593934	-0.625406066
15 9 20 12 30		0.394748747	-0.615251253
15 9 20 12 36		0.400521636	-0.609478364
15 9 20 12 42		0.40392977	-0.60607023
15 9 20 12 48		0.421292186	-0.588707814
15 9 20 12 54		0.440306038	-0.569693962
15 9 20 13 00		0.438775867	-0.571224133
15 9 20 13 06		0.454425275	-0.555574725
15 9 20 13 12		0.441418916	-0.568581084
15 9 20 13 18		0.488923758	-0.521076242
15 9 20 13 24		0.488436759	-0.521563241
15 9 20 13 30		0.512919486	-0.497080514
15 9 20 13 36		0.526691079	-0.483308921
15 9 20 13 42		0.562163055	-0.447836945
15 9 20 13 48		0.582263947	-0.427736053
15 9 20 13 54		0.607511759	-0.402488241
15 9 20 14 00		0.623926222	-0.386073778
15 9 20 14 06		0.658285558	-0.351714442
15 9 20 14 12		0.690627813	-0.319372187
15 9 20 14 18		0.7276299	-0.2823701
15 9 20 14 24		0.735211313	-0.274788687
15 9 20 14 30		0.774272203	-0.235727797
15 9 20 14 36		0.806085825	-0.203914175
15 9 20 14 42		0.835993648	-0.174006352
15 9 20 14 48		0.855259955	-0.154740045
15 9 20 14 54		0.888158679	-0.121841321
15 9 20 15 00		0.923421979	-0.086578021
15 9 20 15 06		0.95910275	-0.05089725
15 9 20 15 12		0.984350502	-0.025649498
15 9 20 15 18		1.020726919	0.010726919
15 9 20 15 24		1.05181706	0.04181706
15 9 20 15 30		1.093340397	0.083340397
15 9 20 15 36		1.131524801	0.121524801
15 9 20 15 42		1.173882842	0.163882842
15 9 20 15 48		1.214919209	0.204919209
15 9 20 15 54		1.246774316	0.236774316
15 9 20 16 00		1.269170523	0.259170523
15 9 20 16 06		1.290732026	0.280732026
15 9 20 16 12		1.314519286	0.304519286
15 9 20 16 18		1.334411383	0.324411383
15 9 20 16 24		1.363276005	0.353276005
15 9 20 16 30		1.393670559	0.383670559
15 9 20 16 36		1.42156148	0.41156148
15 9 20 16 42		1.446670175	0.436670175
15 9 20 16 48		1.474839091	0.464839091
15 9 20 16 54		1.505233884	0.495233884
15 9 20 17 00		1.543116689	0.533116689
15 9 20 17 06		1.572074294	0.562074294
15 9 20 17 12		1.587097764	0.577097764
15 9 20 17 18		1.608102918	0.598102918
15 9 20 17 24		1.633698463	0.623698463
15 9 20 17 30		1.661241531	0.651241531
15 9 20 17 36		1.681690216	0.671690216
15 9 20 17 42		1.689549685	0.679549685
15 9 20 17 48		1.69191432	0.68191432
15 9 20 17 54		1.704086304	0.694086304
15 9 20 18 00		1.72516048	0.71516048
15 9 20 18 06		1.733159423	0.723159423
15 9 20 18 12		1.724952102	0.714952102
15 9 20 18 18		1.722448468	0.712448468
15 9 20 18 24		1.743244529	0.733244529
15 9 20 18 30		1.74053216	0.73053216
15 9 20 18 36		1.739995718	0.729995718
15 9 20 18 42		1.73948884	0.72948884
15 9 20 18 48		1.757028222	0.747028222
15 9 20 18 54		1.746861219	0.736861219
15 9 20 19 00		1.738135695	0.728135695
15 9 20 19 06		1.72244823	0.71244823
15 9 20 19 12		1.729473114	0.719473114
15 9 20 19 18		1.720292211	0.710292211
15 9 20 19 24		1.696226716	0.686226716
15 9 20 19 30		1.668057799	0.658057799
15 9 20 19 36		1.654981852	0.644981852
15 9 20 19 42		1.633768201	0.623768201
15 9 20 19 48		1.610328555	0.600328555
15 9 20 19 54		1.578027844	0.568027844
15 9 20 20 00		1.552321315	0.542321315
15 9 20 20 06		1.524083138	0.514083138
15 9 20 20 12		1.506058812	0.496058812
15 9 20 20 18		1.479360104	0.469360104
15 9 20 20 24		1.458146334	0.448146334
15 9 20 20 30		1.427334189	0.417334189
15 9 20 20 36		1.395171165	0.385171165
15 9 20 20 42		1.361865997	0.351865997
15 9 20 20 48		1.323483348	0.313483348
15 9 20 20 54		1.274911761	0.264911761
15 9 20 21 00		1.23195982	0.22195982
15 9 20 21 06		1.19669652	0.18669652
15 9 20 21 12		1.149260879	0.139260879
15 9 20 21 18		1.113373637	0.103373637
15 9 20 21 24		1.067716002	0.057716002
15 9 20 21 30		1.024065495	0.014065495
15 9 20 21 36		0.991969526	-0.018030474
15 9 20 21 42		0.958894312	-0.051105688
15 9 20 21 48		0.922790229	-0.087209771
15 9 20 21 54		0.89379245	-0.11620755
15 9 20 22 00		0.842044711	-0.167955289
15 9 20 22 06		0.819022715	-0.190977285
15 9 20 22 12		0.777133822	-0.232866178
15 9 20 22 18		0.742651403	-0.267348597
15 9 20 22 24		0.686778426	-0.323221574
15 9 20 22 30		0.649104536	-0.360895464
15 9 20 22 36		0.603616834	-0.406383166
15 9 20 22 42		0.57273525	-0.43726475
15 9 20 22 48		0.536219776	-0.473780224
15 9 20 22 54		0.507772624	-0.502227376
15 9 20 23 00		0.475013107	-0.534986893
15 9 20 23 06		0.439958274	-0.570041726
15 9 20 23 12		0.411276489	-0.598723511
15 9 20 23 18		0.391602963	-0.618397037
15 9 20 23 24		0.369709611	-0.640290389
15 9 20 23 30		0.343098581	-0.666901419
15 9 20 23 36		0.317197025	-0.692802975
15 9 20 23 42		0.279499173	-0.730500827
15 9 20 23 48		0.260302514	-0.749697486
15 9 20 23 54		0.248339385	-0.761660615
16 9 20 0 00		0.232411802	-0.777588198
16 9 20 0 06		0.203686297	-0.806313703
16 9 20 0 12		0.16884023	-0.84115977
16 9 20 0 18		0.151869252	-0.858130748
16 9 20 0 24		0.145887673	-0.864112327
16 9 20 0 30		0.151298925	-0.858701075
16 9 20 0 36		0.115701623	-0.894298377
16 9 20 0 42		0.112432614	-0.897567386
16 9 20 0 48		0.115284309	-0.894715691
16 9 20 0 54		0.123213343	-0.886786657
16 9 20 1 00		0.114241004	-0.895758996
16 9 20 1 06		0.127734303	-0.882265697
16 9 20 1 12		0.128638521	-0.881361479
16 9 20 1 18		0.138028175	-0.871971825
16 9 20 1 24		0.126065031	-0.883934969
16 9 20 1 30		0.137819499	-0.872180501
16 9 20 1 36		0.146863386	-0.863136614
16 9 20 1 42		0.149868101	-0.860131899
16 9 20 1 48		0.149782628	-0.860217372
16 9 20 1 54		0.160841569	-0.849158431
16 9 20 2 00		0.178647161	-0.831352839
16 9 20 2 06		0.198261157	-0.811738843
16 9 20 2 12		0.213701978	-0.796298022
16 9 20 2 18		0.231924906	-0.778075094
16 9 20 2 24		0.251455396	-0.758544604
16 9 20 2 30		0.267551988	-0.742448012
16 9 20 2 36		0.288336515	-0.721663485
16 9 20 2 42		0.320883304	-0.689116696
16 9 20 2 48		0.354268879	-0.655731121
16 9 20 2 54		0.383063793	-0.626936207
