%RecordDate (EST)	InstrumentID	Height	AHD Level
%day month year hour min Height AHD_level

16 9 20 3 00		0.410328597	-0.599671403
16 9 20 3 06		0.436601937	-0.573398063
16 9 20 3 12		0.472439617	-0.537560383
16 9 20 3 18		0.499982625	-0.510017375
16 9 20 3 24		0.521126807	-0.488873193
16 9 20 3 30		0.54060173	-0.46939827
16 9 20 3 36		0.586264253	-0.423735747
16 9 20 3 42		0.627682209	-0.382317791
16 9 20 3 48		0.653138697	-0.356861303
16 9 20 3 54		0.685272157	-0.324727843
16 9 20 4 00		0.710380793	-0.299619207
16 9 20 4 06		0.748078644	-0.261921356
16 9 20 4 12		0.783481181	-0.226518819
16 9 20 4 18		0.820415914	-0.189584086
16 9 20 4 24		0.848443806	-0.161556194
16 9 20 4 30		0.885302901	-0.124697099
16 9 20 4 36		0.913561344	-0.096438656
16 9 20 4 42		0.941505849	-0.068494151
16 9 20 4 48		0.97308296	-0.03691704
16 9 20 4 54		1.011893749	0.001893749
16 9 20 5 00		1.046461701	0.036461701
16 9 20 5 06		1.078525424	0.068525424
16 9 20 5 12		1.099321842	0.089321842
16 9 20 5 18		1.119979382	0.109979382
16 9 20 5 24		1.148142338	0.138142338
16 9 20 5 30		1.173882842	0.163882842
16 9 20 5 36		1.197739601	0.187739601
16 9 20 5 42		1.226117134	0.216117134
16 9 20 5 48		1.241279721	0.231279721
16 9 20 5 54		1.265468121	0.255468121
16 9 20 6 00		1.283281922	0.273281922
16 9 20 6 06		1.308467984	0.298467984
16 9 20 6 12		1.324882627	0.314882627
16 9 20 6 18		1.352912426	0.342912426
16 9 20 6 24		1.355068684	0.345068684
16 9 20 6 30		1.371205211	0.361205211
16 9 20 6 36		1.383585334	0.373585334
16 9 20 6 42		1.396452665	0.386452665
16 9 20 6 48		1.387549877	0.377549877
16 9 20 6 54		1.422755837	0.412755837
16 9 20 7 00		1.438238263	0.428238263
16 9 20 7 06		1.446183324	0.436183324
16 9 20 7 12		1.443540335	0.433540335
16 9 20 7 18		1.441457629	0.431457629
16 9 20 7 24		1.445607066	0.435607066
16 9 20 7 30		1.427435756	0.417435756
16 9 20 7 36		1.435402393	0.425402393
16 9 20 7 42		1.400973797	0.390973797
16 9 20 7 48		1.418501139	0.408501139
16 9 20 7 54		1.403112173	0.393112173
16 9 20 8 00		1.399026275	0.389026275
16 9 20 8 06		1.376351833	0.366351833
16 9 20 8 12		1.365710258	0.355710258
16 9 20 8 18		1.363414764	0.353414764
16 9 20 8 24		1.347000718	0.337000718
16 9 20 8 30		1.331003189	0.321003189
16 9 20 8 36		1.302025437	0.292025437
16 9 20 8 42		1.283498287	0.273498287
16 9 20 8 48		1.263605952	0.253605952
16 9 20 8 54		1.242949009	0.232949009
16 9 20 9 00		1.213529944	0.203529944
16 9 20 9 06		1.191549301	0.181549301
16 9 20 9 12		1.154690266	0.144690266
16 9 20 9 18		1.121926546	0.111926546
16 9 20 9 24		1.086524248	0.076524248
16 9 20 9 30		1.079606414	0.069606414
16 9 20 9 36		1.050163031	0.040163031
16 9 20 9 42		1.020228148	0.010228148
16 9 20 9 48		0.985602617	-0.024397383
16 9 20 9 54		0.946555078	-0.063444922
16 9 20 10 00		0.913545489	-0.096454511
16 9 20 10 06		0.872850537	-0.137149463
16 9 20 10 12		0.850947618	-0.159052382
16 9 20 10 18		0.831751049	-0.178248951
16 9 20 10 24		0.798238397	-0.211761603
16 9 20 10 30		0.778928101	-0.231071899
16 9 20 10 36		0.744490504	-0.265509496
16 9 20 10 42		0.722977817	-0.287022183
16 9 20 10 48		0.691357136	-0.318642864
16 9 20 10 54		0.661935031	-0.348064969
16 9 20 11 00		0.631519794	-0.378480206
16 9 20 11 06		0.621909261	-0.388090739
16 9 20 11 12		0.59933722	-0.41066278
16 9 20 11 18		0.572001696	-0.437998304
16 9 20 11 24		0.539906025	-0.470093975
16 9 20 11 30		0.513650775	-0.496349225
16 9 20 11 36		0.500886738	-0.509113262
16 9 20 11 42		0.482021511	-0.527978489
16 9 20 11 48		0.462354392	-0.547645608
16 9 20 11 54		0.450599879	-0.559400121
16 9 20 12 00		0.416531533	-0.593468467
16 9 20 12 06		0.405946851	-0.604053149
16 9 20 12 12		0.39181757	-0.61818243
16 9 20 12 18		0.385637254	-0.624362746
16 9 20 12 24		0.37486887	-0.63513113
16 9 20 12 30		0.354837537	-0.655162463
16 9 20 12 36		0.36556223	-0.64443777
16 9 20 12 42		0.353217363	-0.656782637
16 9 20 12 48		0.358859301	-0.651140699
16 9 20 12 54		0.361363262	-0.648636738
16 9 20 13 00		0.378612399	-0.631387601
16 9 20 13 06		0.376804054	-0.633195946
16 9 20 13 12		0.385985017	-0.624014983
16 9 20 13 18		0.394748718	-0.615251282
16 9 20 13 24		0.40288645	-0.60711355
16 9 20 13 30		0.401495367	-0.608504633
16 9 20 13 36		0.419161886	-0.590838114
16 9 20 13 42		0.418605477	-0.591394523
16 9 20 13 48		0.440514684	-0.569485316
16 9 20 13 54		0.44538334	-0.56461666
16 9 20 14 00		0.452686518	-0.557313482
16 9 20 14 06		0.451086849	-0.558913151
16 9 20 14 12		0.457346559	-0.552653441
16 9 20 14 18		0.48370716	-0.52629284
16 9 20 14 24		0.516884029	-0.493115971
16 9 20 14 30		0.549852133	-0.460147867
16 9 20 14 36		0.577603877	-0.432396123
16 9 20 14 42		0.604103625	-0.405896375
16 9 20 14 48		0.647574306	-0.362425694
16 9 20 14 54		0.696609318	-0.313390682
16 9 20 15 00		0.726656377	-0.283343623
16 9 20 15 06		0.748148203	-0.261851797
16 9 20 15 12		0.779864252	-0.230135748
16 9 20 15 18		0.81095469	-0.19904531
16 9 20 15 24		0.83272481	-0.17727519
16 9 20 15 30		0.854147136	-0.155852864
16 9 20 15 36		0.888367355	-0.121632645
16 9 20 15 42		0.929681897	-0.080318103
16 9 20 15 48		0.96584934	-0.04415066
16 9 20 15 54		0.995965958	-0.014034042
16 9 20 16 00		1.042705774	0.032705774
16 9 20 16 06		1.09222734	0.08222734
16 9 20 16 12		1.13183105	0.12183105
16 9 20 16 18		1.167622924	0.157622924
16 9 20 16 24		1.216936231	0.206936231
16 9 20 16 30		1.26158917	0.25158917
16 9 20 16 36		1.294835687	0.284835687
16 9 20 16 42		1.337332606	0.327332606
16 9 20 16 48		1.348113418	0.338113418
16 9 20 16 54		1.392627239	0.382627239
16 9 20 17 00		1.421491981	0.411491981
16 9 20 17 06		1.448895931	0.438895931
16 9 20 17 12		1.482768416	0.472768416
16 9 20 17 18		1.513928056	0.503928056
16 9 20 17 24		1.53896749	0.52896749
16 9 20 17 30		1.574508786	0.564508786
16 9 20 17 36		1.60386014	0.59386014
16 9 20 17 42		1.632446647	0.622446647
16 9 20 17 48		1.675221682	0.665221682
16 9 20 17 54		1.707285523	0.697285523
16 9 20 18 00		1.737889051	0.727889051
16 9 20 18 06		1.766962528	0.756962528
16 9 20 18 12		1.77635181	0.76635181
16 9 20 18 18		1.786854267	0.776854267
16 9 20 18 24		1.797426462	0.787426462
16 9 20 18 30		1.823161483	0.813161483
16 9 20 18 36		1.842636108	0.832636108
16 9 20 18 42		1.850286961	0.840286961
16 9 20 18 48		1.852651596	0.842651596
16 9 20 18 54		1.86329329	0.85329329
16 9 20 19 00		1.866353512	0.856353512
16 9 20 19 06		1.879638195	0.869638195
16 9 20 19 12		1.89487052	0.88487052
16 9 20 19 18		1.89535737	0.88535737
16 9 20 19 24		1.895704865	0.885704865
16 9 20 19 30		1.904260159	0.894260159
16 9 20 19 36		1.91253686	0.90253686
16 9 20 19 42		1.914901495	0.904901495
16 9 20 19 48		1.896311283	0.886311283
16 9 20 19 54		1.878068328	0.868068328
16 9 20 20 00		1.862806559	0.852806559
16 9 20 20 06		1.847434998	0.837434998
16 9 20 20 12		1.826151967	0.816151967
16 9 20 20 18		1.801460505	0.791460505
16 9 20 20 24		1.785741329	0.775741329
16 9 20 20 30		1.754790425	0.744790425
16 9 20 20 36		1.734967947	0.724967947
16 9 20 20 42		1.712710619	0.702710619
16 9 20 20 48		1.688923717	0.678923717
16 9 20 20 54		1.654007792	0.644007792
16 9 20 21 00		1.629455686	0.619455686
16 9 20 21 06		1.589949608	0.579949608
16 9 20 21 12		1.571448445	0.561448445
16 9 20 21 18		1.527838945	0.517838945
16 9 20 21 24		1.499391437	0.489391437
16 9 20 21 30		1.446113586	0.436113586
16 9 20 21 36		1.410780907	0.400780907
16 9 20 21 42		1.373351336	0.363351336
16 9 20 21 48		1.332603097	0.322603097
16 9 20 21 54		1.284194231	0.274194231
16 9 20 22 00		1.235159039	0.225159039
16 9 20 22 06		1.193566322	0.183566322
16 9 20 22 12		1.160598278	0.150598278
16 9 20 22 18		1.119840145	0.109840145
16 9 20 22 24		1.075952053	0.065952053
16 9 20 22 30		1.029421091	0.019421091
16 9 20 22 36		0.978716731	-0.031283269
16 9 20 22 42		0.93628937	-0.07371063
16 9 20 22 48		0.895739853	-0.114260147
16 9 20 22 54		0.849973917	-0.160026083
16 9 20 23 00		0.810815573	-0.199184427
16 9 20 23 06		0.770544291	-0.239455709
16 9 20 23 12		0.717127621	-0.292872379
16 9 20 23 18		0.674839139	-0.335160861
16 9 20 23 24		0.643888056	-0.366111944
16 9 20 23 30		0.620239913	-0.389760087
16 9 20 23 36		0.578786373	-0.431213627
16 9 20 23 42		0.551938772	-0.458061228
16 9 20 23 48		0.521544218	-0.488455782
16 9 20 23 54		0.485724241	-0.524275759
17 9 20 0 00		0.467570782	-0.542429218
17 9 20 0 06		0.429664344	-0.580335656
17 9 20 0 12		0.383898437	-0.626101563
17 9 20 0 18		0.34021914	-0.66978086
17 9 20 0 24		0.325056493	-0.684943507
17 9 20 0 30		0.308850646	-0.701149354
17 9 20 0 36		0.279151529	-0.730848471
17 9 20 0 42		0.248879954	-0.761120046
17 9 20 0 48		0.231577128	-0.778422872
17 9 20 0 54		0.226221532	-0.783778468
17 9 20 1 00		0.218918398	-0.791081602
17 9 20 1 06		0.195687696	-0.814312304
17 9 20 1 12		0.190958112	-0.819041888
17 9 20 1 18		0.175934628	-0.834065372
17 9 20 1 24		0.162163094	-0.847836906
17 9 20 1 30		0.143661961	-0.866338039
17 9 20 1 36		0.144566163	-0.865433837
17 9 20 1 42		0.146513656	-0.863486344
17 9 20 1 48		0.139349684	-0.870650316
17 9 20 1 54		0.124042019	-0.885957981
17 9 20 2 00		0.122726478	-0.887273522
17 9 20 2 06		0.11250215	-0.89749785
17 9 20 2 12		0.123074256	-0.886925744
17 9 20 2 18		0.121891841	-0.888108159
17 9 20 2 24		0.149224222	-0.860775778
17 9 20 2 30		0.16856198	-0.84143802
17 9 20 2 36		0.203338563	-0.806661437
17 9 20 2 42		0.221025467	-0.788974533
17 9 20 2 48		0.253673136	-0.756326864
17 9 20 2 54		0.249591351	-0.760408649
17 9 20 3 00		0.272130549	-0.737869451
17 9 20 3 06		0.280264288	-0.729735712
17 9 20 3 12		0.314136595	-0.695863405
17 9 20 3 18		0.333681077	-0.676318923
17 9 20 3 24		0.349121869	-0.660878131
17 9 20 3 30		0.368040353	-0.641959647
17 9 20 3 36		0.402469128	-0.607530872
17 9 20 3 42		0.44795689	-0.56204311
17 9 20 3 48		0.47953403	-0.53046597
17 9 20 3 54		0.511737108	-0.498262892
17 9 20 4 00		0.549852192	-0.460147808
17 9 20 4 06		0.592488348	-0.417511652
17 9 20 4 12		0.633663714	-0.376336286
17 9 20 4 18		0.659537435	-0.350462565
17 9 20 4 24		0.677203894	-0.332796106
17 9 20 4 30		0.716431975	-0.293568025
17 9 20 4 36		0.756564021	-0.253435979
17 9 20 4 42		0.796000719	-0.213999281
17 9 20 4 48		0.826673508	-0.183326492
17 9 20 4 54		0.873274267	-0.136725733
17 9 20 5 00		0.905059934	-0.104940066
17 9 20 5 06		0.937054515	-0.072945485
17 9 20 5 12		0.973013341	-0.036986659
17 9 20 5 18		1.014466882	0.004466882
17 9 20 5 24		1.04924345	0.03924345
17 9 20 5 30		1.086454511	0.076454511
17 9 20 5 36		1.117196918	0.107196918
17 9 20 5 42		1.150999784	0.140999784
17 9 20 5 48		1.174508691	0.164508691
17 9 20 5 54		1.196139812	0.186139812
17 9 20 6 00		1.228481889	0.218481889
17 9 20 6 06		1.26054585	0.25054585
17 9 20 6 12		1.294974804	0.284974804
17 9 20 6 18		1.32105732	0.31105732
17 9 20 6 24		1.356390119	0.346390119
17 9 20 6 30		1.391097188	0.381097188
17 9 20 6 36		1.413354158	0.403354158
17 9 20 6 42		1.434567571	0.424567571
17 9 20 6 48		1.457033515	0.447033515
17 9 20 6 54		1.482142448	0.472142448
17 9 20 7 00		1.50801599	0.49801599
17 9 20 7 06		1.51427567	0.50427567
17 9 20 7 12		1.517544985	0.507544985
17 9 20 7 18		1.529438257	0.519438257
17 9 20 7 24		1.542166829	0.532166829
17 9 20 7 30		1.528812289	0.518812289
17 9 20 7 36		1.563727856	0.553727856
17 9 20 7 42		1.607824683	0.597824683
17 9 20 7 48		1.603303552	0.593303552
17 9 20 7 54		1.597183108	0.587183108
17 9 20 8 00		1.601217151	0.591217151
17 9 20 8 06		1.603164673	0.593164673
17 9 20 8 12		1.60532093	0.59532093
17 9 20 8 18		1.571796179	0.561796179
17 9 20 8 24		1.591827631	0.581827631
17 9 20 8 30		1.569778919	0.559778919
17 9 20 8 36		1.547035098	0.537035098
17 9 20 8 42		1.537576079	0.527576079
17 9 20 8 48		1.530620575	0.520620575
17 9 20 8 54		1.527351856	0.517351856
17 9 20 9 00		1.513302088	0.503302088
17 9 20 9 06		1.489932418	0.479932418
17 9 20 9 12		1.472682834	0.462682834
17 9 20 9 18		1.462667584	0.452667584
17 9 20 9 24		1.426221609	0.416221609
17 9 20 9 30		1.399930477	0.389930477
17 9 20 9 36		1.37134409	0.36134409
17 9 20 9 42		1.326551914	0.316551914
17 9 20 9 48		1.305755615	0.295755615
17 9 20 9 54		1.275221944	0.265221944
17 9 20 10 00		1.231629968	0.221629968
17 9 20 10 06		1.194400787	0.184400787
17 9 20 10 12		1.171239614	0.161239614
17 9 20 10 18		1.141331911	0.131331911
17 9 20 10 24		1.093896627	0.083896627
17 9 20 10 30		1.070109367	0.060109367
17 9 20 10 36		1.037906408	0.027906408
17 9 20 10 42		1.00361681	-0.00638319
17 9 20 10 48		0.963693202	-0.046306798
17 9 20 10 54		0.927368701	-0.082631299
17 9 20 11 00		0.89177537	-0.11822463
17 9 20 11 06		0.859523177	-0.150476823
17 9 20 11 12		0.821457148	-0.188542852
17 9 20 11 18		0.789323628	-0.220676372
17 9 20 11 24		0.73896718	-0.27103282
17 9 20 11 30		0.709337473	-0.300662527
17 9 20 11 36		0.673587382	-0.336412618
17 9 20 11 42		0.651330233	-0.358669767
17 9 20 11 48		0.616205871	-0.393794129
17 9 20 11 54		0.596035421	-0.413964579
17 9 20 12 00		0.573569894	-0.436430106
17 9 20 12 06		0.546374619	-0.463625381
17 9 20 12 12		0.510345995	-0.499654005
17 9 20 12 18		0.492540479	-0.517459521
17 9 20 12 24		0.479603499	-0.530396501
17 9 20 12 30		0.462841243	-0.547158757
17 9 20 12 36		0.425560772	-0.584439228
17 9 20 12 42		0.401425749	-0.608574251
17 9 20 12 48		0.373465538	-0.636534462
17 9 20 12 54		0.355381608	-0.654618392
17 9 20 13 00		0.366857946	-0.643142054
17 9 20 13 06		0.337019622	-0.672980378
17 9 20 13 12		0.318309903	-0.691690097
17 9 20 13 18		0.303286314	-0.706713686
17 9 20 13 24		0.315597236	-0.694402764
17 9 20 13 30		0.320465982	-0.689534018
17 9 20 13 36		0.30293861	-0.70706139
17 9 20 13 42		0.291462362	-0.718537638
17 9 20 13 48		0.294105411	-0.715894589
17 9 20 13 54		0.307529122	-0.702470878
17 9 20 14 00		0.321439773	-0.688560227
17 9 20 14 06		0.319074988	-0.690925012
17 9 20 14 12		0.319700927	-0.690299073
17 9 20 14 18		0.323317647	-0.686682353
17 9 20 14 24		0.329160094	-0.680839906
17 9 20 14 30		0.343279481	-0.666720519
17 9 20 14 36		0.347452611	-0.662547389
17 9 20 14 42		0.35990268	-0.65009732
17 9 20 14 48		0.384315729	-0.625684271
17 9 20 14 54		0.409354866	-0.600645134
17 9 20 15 00		0.423821867	-0.586178133
17 9 20 15 06		0.445035666	-0.564964334
17 9 20 15 12		0.483220369	-0.526779631
17 9 20 15 18		0.493375033	-0.516624967
17 9 20 15 24		0.527317047	-0.482682953
17 9 20 15 30		0.565432072	-0.444567928
17 9 20 15 36		0.591375291	-0.418624709
17 9 20 15 42		0.633524597	-0.376475403
17 9 20 15 48		0.66127634	-0.34872366
17 9 20 15 54		0.692018747	-0.317981253
17 9 20 16 00		0.730829477	-0.279170523
17 9 20 16 06		0.765327752	-0.244672248
17 9 20 16 12		0.804903567	-0.205096433
17 9 20 16 18		0.845870316	-0.164129684
17 9 20 16 24		0.889897346	-0.120102654
17 9 20 16 30		0.918970525	-0.091029475
17 9 20 16 36		0.951104045	-0.058895955
17 9 20 16 42		0.996661425	-0.013338575
17 9 20 16 48		1.054668665	0.044668665
17 9 20 16 54		1.09104526	0.08104526
17 9 20 17 00		1.112815261	0.102815261
17 9 20 17 06		1.140288591	0.130288591
17 9 20 17 12		1.18848896	0.17848896
17 9 20 17 18		1.233072639	0.223072639
17 9 20 17 24		1.272926331	0.262926331
17 9 20 17 30		1.319596648	0.309596648
17 9 20 17 36		1.367866516	0.357866516
17 9 20 17 42		1.409528732	0.399528732
17 9 20 17 48		1.440062404	0.430062404
17 9 20 17 54		1.474699974	0.464699974
17 9 20 18 00		1.52867341	0.51867341
17 9 20 18 06		1.562476039	0.552476039
17 9 20 18 12		1.586958885	0.576958885
17 9 20 18 18		1.615892768	0.605892768
17 9 20 18 24		1.652616978	0.642616978
17 9 20 18 30		1.692610025	0.682610025
17 9 20 18 36		1.714519262	0.704519262
17 9 20 18 42		1.736150265	0.726150265
17 9 20 18 48		1.752147436	0.742147436
17 9 20 18 54		1.772178888	0.762178888
17 9 20 19 00		1.776143312	0.766143312
17 9 20 19 06		1.80278182	0.79278182
17 9 20 19 12		1.832689762	0.822689762
17 9 20 19 18		1.832898855	0.822898855
17 9 20 19 24		1.850217581	0.840217581
17 9 20 19 30		1.878664851	0.868664851
17 9 20 19 36		1.897930622	0.887930622
17 9 20 19 42		1.874769688	0.864769688
17 9 20 19 48		1.87428236	0.86428236
17 9 20 19 54		1.9487046	0.9387046
17 9 20 20 00		1.933055282	0.923055282
17 9 20 20 06		1.929021239	0.919021239
17 9 20 20 12		1.920466065	0.910466065
17 9 20 20 18		1.944809437	0.934809437
17 9 20 20 24		1.936463237	0.926463237
17 9 20 20 30		1.904260039	0.894260039
17 9 20 20 36		1.890349507	0.880349507
17 9 20 20 42		1.891601563	0.881601563
17 9 20 20 48		1.879359961	0.869359961
17 9 20 20 54		1.866006017	0.856006017
17 9 20 21 00		1.843609691	0.833609691
17 9 20 21 06		1.828377843	0.818377843
17 9 20 21 12		1.8171103	0.8071103
17 9 20 21 18		1.804242849	0.794242849
17 9 20 21 24		1.768214226	0.758214226
17 9 20 21 30		1.73023808	0.72023808
17 9 20 21 36		1.706172943	0.696172943
17 9 20 21 42		1.679673195	0.669673195
17 9 20 21 48		1.663188934	0.653188934
17 9 20 21 54		1.615614653	0.605614653
17 9 20 22 00		1.571309209	0.561309209
17 9 20 22 06		1.513649702	0.503649702
17 9 20 22 12		1.472474337	0.462474337
17 9 20 22 18		1.437489152	0.427489152
17 9 20 22 24		1.402225971	0.392225971
17 9 20 22 30		1.3531214	0.3431214
17 9 20 22 36		1.304364443	0.294364443
17 9 20 22 42		1.256998897	0.246998897
17 9 20 22 48		1.201564908	0.191564908
17 9 20 22 54		1.171587586	0.161587586
17 9 20 23 00		1.132498622	0.122498622
17 9 20 23 06		1.101199865	0.091199865
17 9 20 23 12		1.058215737	0.048215737
17 9 20 23 18		1.004451275	-0.005548725
17 9 20 23 24		0.957294345	-0.052705655
17 9 20 23 30		0.929821014	-0.080178986
17 9 20 23 36		0.887741327	-0.122258673
17 9 20 23 42		0.832237899	-0.177762101
17 9 20 23 48		0.770474732	-0.239525268
17 9 20 23 54		0.736532748	-0.273467252
18 9 20 0 00		0.696609259	-0.313390741
18 9 20 0 06		0.655016541	-0.354983459
18 9 20 0 12		0.604799092	-0.405200908
18 9 20 0 18		0.569048822	-0.440951178
18 9 20 0 24		0.53392446	-0.47607554
18 9 20 0 30		0.487393528	-0.522606472
18 9 20 0 36		0.458250731	-0.551749269
18 9 20 0 42		0.421317995	-0.588682005
18 9 20 0 48		0.408520311	-0.601479689
18 9 20 0 54		0.356424928	-0.653575072
18 9 20 1 00		0.320883304	-0.689116696
18 9 20 1 06		0.296331048	-0.713668952
18 9 20 1 12		0.283672452	-0.726327548
18 9 20 1 18		0.24159275	-0.76840725
18 9 20 1 24		0.217736065	-0.792263935
18 9 20 1 30		0.196105003	-0.813894997
18 9 20 1 36		0.195965946	-0.814034054
18 9 20 1 42		0.169883475	-0.840116525
18 9 20 1 48		0.156042397	-0.853957603
18 9 20 1 54		0.146930963	-0.863069037
18 9 20 2 00		0.137402177	-0.872597823
18 9 20 2 06		0.122726507	-0.887273493
18 9 20 2 12		0.103182077	-0.906817923
18 9 20 2 18		0.105129533	-0.904870467
18 9 20 2 24		0.09956529	-0.91043471
18 9 20 2 30		0.091566667	-0.918433333
18 9 20 2 36		0.089410536	-0.920589464
18 9 20 2 42		0.099495754	-0.910504246
18 9 20 2 48		0.104503542	-0.905496458
18 9 20 2 54		0.105477311	-0.904522689
18 9 20 3 00		0.115910262	-0.894089738
18 9 20 3 06		0.14679186	-0.86320814
18 9 20 3 12		0.15639016	-0.85360984
18 9 20 3 18		0.158546358	-0.851453642
18 9 20 3 24		0.173500255	-0.836499745
18 9 20 3 30		0.200904176	-0.809095824
18 9 20 3 36		0.223926336	-0.786073664
18 9 20 3 42		0.242357865	-0.767642135
18 9 20 3 48		0.263919324	-0.746080676
18 9 20 3 54		0.292783856	-0.717216144
18 9 20 4 00		0.318727195	-0.691272805
18 9 20 4 06		0.344044566	-0.665955434
18 9 20 4 12		0.373813361	-0.636186639
18 9 20 4 18		0.410259068	-0.599740932
18 9 20 4 24		0.435228646	-0.574771354
18 9 20 4 30		0.471326709	-0.538673291
18 9 20 4 36		0.503808141	-0.506191859
18 9 20 4 42		0.552147567	-0.457852433
18 9 20 4 48		0.593114197	-0.416885803
18 9 20 4 54		0.629281878	-0.380718122
18 9 20 5 00		0.65870297	-0.35129703
18 9 20 5 06		0.697513342	-0.312486658
18 9 20 5 12		0.751625836	-0.258374164
18 9 20 5 18		0.78501147	-0.22498853
18 9 20 5 24		0.820970237	-0.189029763
18 9 20 5 30		0.854633987	-0.155366013
18 9 20 5 36		0.905338287	-0.104661713
18 9 20 5 42		0.944496691	-0.065503309
18 9 20 5 48		0.978438377	-0.031561623
18 9 20 5 54		1.007998705	-0.002001295
18 9 20 6 00		1.059746146	0.049746146
18 9 20 6 06		1.096887589	0.086887589
18 9 20 6 12		1.145504951	0.135504951
18 9 20 6 18		1.188627839	0.178627839
18 9 20 6 24		1.229177594	0.219177594
18 9 20 6 30		1.255538225	0.245538225
18 9 20 6 36		1.295948505	0.285948505
18 9 20 6 42		1.298382878	0.288382878
18 9 20 6 48		1.34067142	0.33067142
18 9 20 6 54		1.357572675	0.347572675
18 9 20 7 00		1.396035314	0.386035314
18 9 20 7 06		1.42830801	0.41830801
18 9 20 7 12		1.464753866	0.454753866
18 9 20 7 18		1.483324766	0.473324766
18 9 20 7 24		1.510033369	0.500033369
18 9 20 7 30		1.552599549	0.542599549
18 9 20 7 36		1.544322729	0.534322729
18 9 20 7 42		1.57302022	0.56302022
18 9 20 7 48		1.582507372	0.572507372
18 9 20 7 54		1.630081654	0.620081654
18 9 20 8 00		1.636132717	0.626132717
18 9 20 8 06		1.643435955	0.633435955
18 9 20 8 12		1.647330999	0.637330999
18 9 20 8 18		1.668475032	0.658475032
18 9 20 8 24		1.67737782	0.66737782
18 9 20 8 30		1.679534435	0.669534435
18 9 20 8 36		1.681898713	0.671898713
18 9 20 8 42		1.688297868	0.678297868
18 9 20 8 48		1.685376287	0.675376287
18 9 20 8 54		1.684889793	0.674889793
18 9 20 9 00		1.680368781	0.670368781
18 9 20 9 06		1.67626524	0.66626524
18 9 20 9 12		1.657867193	0.647867193
18 9 20 9 18		1.631890178	0.621890178
18 9 20 9 24		1.616310358	0.606310358
18 9 20 9 30		1.61895299	0.60895299
18 9 20 9 36		1.612484813	0.602484813
18 9 20 9 42		1.576177835	0.566177835
18 9 20 9 48		1.559137702	0.549137702
18 9 20 9 54		1.549678326	0.539678326
18 9 20 10 00		1.527490735	0.517490735
18 9 20 10 06		1.51990962	0.50990962
18 9 20 10 12		1.472196102	0.462196102
18 9 20 10 18		1.432272553	0.422272553
18 9 20 10 24		1.405007839	0.395007839
18 9 20 10 30		1.376143217	0.366143217
18 9 20 10 36		1.347695947	0.337695947
18 9 20 10 42		1.31424129	0.30424129
18 9 20 10 48		1.261311054	0.251311054
18 9 20 10 54		1.209309101	0.199309101
18 9 20 11 00		1.173674107	0.163674107
18 9 20 11 06		1.143627167	0.133627167
18 9 20 11 12		1.118448853	0.108448853
18 9 20 11 18		1.075673938	0.065673938
18 9 20 11 24		1.026847482	0.016847482
18 9 20 11 30		0.99221015	-0.01778985
18 9 20 11 36		0.952495158	-0.057504842
18 9 20 11 42		0.90881592	-0.10118408
18 9 20 11 48		0.877725482	-0.132274518
18 9 20 11 54		0.84107101	-0.16892899
18 9 20 12 00		0.802747309	-0.207252691
18 9 20 12 06		0.766162515	-0.243837485
18 9 20 12 12		0.734933138	-0.275066862
18 9 20 12 18		0.695496559	-0.314503441
18 9 20 12 24		0.651330233	-0.358669767
18 9 20 12 30		0.609111607	-0.400888393
18 9 20 12 36		0.573152602	-0.436847398
18 9 20 12 42		0.55409497	-0.45590503
18 9 20 12 48		0.523352444	-0.486647556
18 9 20 12 54		0.484263629	-0.525736371
18 9 20 13 00		0.450043529	-0.559956471
18 9 20 13 06		0.425352126	-0.584647874
18 9 20 13 12		0.424010754	-0.585989246
18 9 20 13 18		0.400591314	-0.609408686
18 9 20 13 24		0.382368267	-0.627631733
18 9 20 13 30		0.34953922	-0.66046078
18 9 20 13 36		0.321439803	-0.688560197
18 9 20 13 42		0.300961345	-0.709038655
18 9 20 13 48		0.295426935	-0.714573065
18 9 20 13 54		0.266005903	-0.743994097
18 9 20 14 00		0.24752067	-0.76247933
18 9 20 14 06		0.216831863	-0.793168137
18 9 20 14 12		0.219683513	-0.790316487
18 9 20 14 18		0.216970965	-0.793029035
18 9 20 14 24		0.21661523	-0.79338477
18 9 20 14 30		0.202295244	-0.807704756
18 9 20 14 36		0.200556427	-0.809443573
18 9 20 14 42		0.207650825	-0.802349175
18 9 20 14 48		0.213562816	-0.796437184
18 9 20 14 54		0.2196199	-0.7903801
18 9 20 15 00		0.233107299	-0.776892701
18 9 20 15 06		0.252929866	-0.757070134
18 9 20 15 12		0.249313146	-0.760686854
18 9 20 15 18		0.257033587	-0.752966413
18 9 20 15 24		0.26404652	-0.74595348
18 9 20 15 30		0.297722101	-0.712277899
18 9 20 15 36		0.310659051	-0.699340949
18 9 20 15 42		0.322830766	-0.687169234
18 9 20 15 48		0.33086735	-0.67913265
18 9 20 15 54		0.352321327	-0.657678673
18 9 20 16 00		0.375134766	-0.634865234
18 9 20 16 06		0.40497303	-0.60502697
18 9 20 16 12		0.438676536	-0.571323464
18 9 20 16 18		0.469727099	-0.540272901
18 9 20 16 24		0.507424772	-0.502575228
18 9 20 16 30		0.546235442	-0.463764558
18 9 20 16 36		0.594644368	-0.415355632
18 9 20 16 42		0.622883081	-0.387116919
18 9 20 16 48		0.654877365	-0.355122635
